activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
111782827,950612,,IDEC CORPORATION,161 NORTECH PARKWAY,SAN JOSE,CA,95134,A,0,N,H,3469,0,C,B,,N,,,,,,,,1213 ELKO DR.,SUNNYVALE,CA,94089,,35,1/3/91,,1/3/91,1/7/91,2011-10-14 16:38:47 EDT
111782835,950612,,"H T A ENTERPRISES, KEN CAPLE",1620 BERRYESSA ROAD C,SAN JOSE,CA,95133,A,0,N,H,3861,0,B,A,,B,,,,,,,,,,,0,,6,1/4/91,,1/16/91,7/3/91,2011-10-14 16:38:47 EDT
111782843,950612,,CALIFORNIA CAFE,2855 STEVENS CREEK BLVD.,SANTA CLARA,CA,95050,A,0,N,S,5812,0,G,B,,B,,,,,,,,,,,0,,100,12/5/90,,12/5/90,5/16/91,2011-10-14 16:38:47 EDT
111782850,950612,,B T MANCINI CO.,305 MATHEW ST.,SANTA CLARA,CA,95050,A,0,N,S,1541,0,A,B,,Y,,X,,,,,,,,,0,N069    000003102,10,1/2/91,9/3/14,1/9/91,1/9/91,2014-09-06 02:13:17 EDT
111782868,950612,,INTERNATIONAL HOUSE OF PANCAKES,5403 STEVENS CREEK,SANTA CLARA,CA,94050,A,0,N,S,5812,0,B,A,,N,X,,,,,,,,,,0,N069    000002467,25,1/2/91,,1/2/91,2/8/91,2011-10-14 16:38:47 EDT
111782876,950612,,PANA PACIFIC,541 DIVISION STREET,CAMPBELL,CA,95008,A,0,N,S,5065,0,B,A,,N,,,,,,,,,,,0,N069    000015610,120,1/3/91,4/3/08,1/3/91,3/25/91,2011-10-14 16:38:47 EDT
111782884,950612,,AMERICAN PHOTO,1590 NORTHRIDGE MALL,SALINAS,CA,93906,A,0,N,H,7384,0,B,A,,B,,,,,,,,,,,0,,4,1/29/91,,2/6/91,8/28/92,2011-10-14 16:38:47 EDT
111782892,950612,,"LUCKY STORES, INC.",2060 EL CAMINO REAL,SANTA CLARA,CA,95050,A,0,N,S,5411,0,A,A,,Y,,,,,,,,,,,0,N069    000002308,40,1/4/91,3/18/08,1/29/91,2/13/91,2011-10-14 16:38:47 EDT
111782900,950612,,SAN JOSE MIXER,1260 UNIT A YARD COURT,SAN JOSE,CA,95133,A,0,N,S,3531,0,C,A,,B,X,,,,,,,1250-F YARD COURT,SAN JOSE,CA,95133,,9,1/17/91,,1/17/91,10/25/91,2011-10-14 16:38:47 EDT
111782918,950612,,PAUL SWANSON FORD,16005 LOS GATOS BLVD.,LOS GATOS,CA,95030,A,0,N,H,5511,0,B,A,,A,,,,,,,,,,,0,,100,1/8/91,,1/23/91,3/25/91,2011-10-14 16:38:47 EDT
111782934,950612,,SOUND INVESTMENT CASTING CO.,"1610 DELL AVE., UNIT 2",CAMPBELL,CA,95008,A,0,N,S,3321,0,H,D,I,B,X,,,,,,,,,,0,,,1/8/91,,1/8/91,1/8/91,2011-10-14 16:38:47 EDT
111782942,950612,,CITY OF SAN JOSE ENVIRONMENTAL SERVICES DEPARTMENT,700 LOS ESTEROS ROAD,SAN JOSE,CA,95134,B,0,N,S,4941,0,A,B,,Y,,,,,,,,,,,0,N069    000001817,2500,1/8/91,9/3/14,1/9/91,3/22/91,2014-09-06 02:13:17 EDT
111782959,950612,,O'CONNOR HOSPITAL,2105 FOREST AVE.,SAN JOSE,CA,95128,A,0,N,H,8062,0,A,B,,N,,,,,,,,,,,0,N069    000002511,1400,1/10/91,7/3/08,3/8/91,6/5/91,2011-10-14 16:38:47 EDT
111782967,950612,,FULLER MCROBERTS,22900 CRISTO WAY DR.,CUPERTINO,CA,95014,A,0,N,S,1542,0,A,D,I,A,,X,,,,,,,,,0,,,1/7/91,,1/10/91,1/17/91,2011-10-14 16:38:47 EDT
111782975,950612,,THRIFTY DRUG,5218 SANTA TERESA BLVD.,SAAN JOSE,CA,95123,A,0,N,H,6512,0,C,A,,A,,,,,,,,,,,0,,25,1/10/91,,1/22/91,3/1/91,2011-10-14 16:38:47 EDT
111782983,950612,,EVAX TECHNOLOGIES,5299 SCOTTS VALLEY DRIVE,SCOTTS VALLEY,CA,95066,A,0,N,S,4953,0,B,D,A,N,,,,,,,,,,,0,N069    000008844,,1/10/91,3/14/08,1/10/91,1/10/91,2011-10-14 16:38:47 EDT
111782991,950612,,S. J. AMOROSA,175 W. HEDDING,SAN JOSE,CA,95110,A,0,N,S,1752,0,H,A,,A,,,,,,,,348 HATCH DR.,FOSTER CITY,CA,94404,,9,1/10/91,,3/19/91,3/22/91,2011-10-14 16:38:47 EDT
111783007,950612,,"AQUA CITY, INC.",10041 S. DE ANZA BLVD.,CUPERTINO,CA,95014,A,0,N,S,5499,0,B,D,C,,,,,,,,,,,,0,,,1/11/91,,1/17/91,2/6/91,2011-10-14 16:38:47 EDT
111783015,950612,,W. H. EBERT,1620 SO. 7TH STREET,SAN JOSE,CA,95112,A,0,N,S,1794,0,H,A,,A,,,,,,,,,,,0,,3,1/10/91,,1/17/91,2/4/91,2011-10-14 16:38:47 EDT
111783023,950612,,BARRON AUTOMOTIVE,120 N. MURPHY,SUNNYVALE,CA,94086,A,0,N,H,7538,0,B,A,,N,,,,X,,,,,,,0,N069    000002634,3,1/14/91,5/5/08,1/14/91,3/1/91,2011-10-14 16:38:47 EDT
111783031,950612,,CANNONI,SANTA CLARA STREET AT BIRD,SAN JOSE,CA,95112,A,0,N,H,1629,0,B,D,C,,,,,,X,,,,,,0,,,12/27/90,,1/9/91,2/4/91,2011-10-14 16:38:47 EDT
111783049,950612,,CARTER ANALYTICAL LAB'S,95 LOST LAKE LANE,CAMPBELL,CA,95008,A,0,N,H,8731,0,B,A,,B,,,,X,,,,,,,0,,17,1/15/91,,2/14/91,4/15/91,2011-10-14 16:38:47 EDT
111783056,950612,,STAPLETON SPENCE PACKING CO.,1810 S. SEVENTH STREET,SAN JOSE,CA,95150,A,0,N,H,2033,0,B,A,,B,,,,,,,,P. O. BOX 50009,SAN JOSE,CA,95150,,60,1/16/91,,10/9/91,10/9/91,2011-10-14 16:38:47 EDT
111783072,950612,,PEDRO'S,FREEDOM CIRCLE,SANTA CLARA,CA,95050,A,0,N,S,5812,0,B,A,,B,,,,,,,,,,,0,,50,1/14/91,,1/14/91,6/19/91,2011-10-14 16:38:47 EDT
111783080,950612,,GSS ARRAY TECHNOLOGY,1297 PARKMOOR AVENUE,SAN JOSE,CA,95126,A,0,N,H,3672,0,B,A,,N,,,,X,,,,,,,0,N069    000002633,200,1/17/91,3/17/08,1/28/91,10/9/91,2011-10-14 16:38:47 EDT
111783098,950612,,READ RITE,345 LOS COCHES STREET,MILPITAS,CA,95035,A,0,N,H,3674,0,B,A,,N,,,,X,,,,,,,0,N069    000009680,800,3/7/91,3/28/08,10/9/91,10/9/91,2011-10-14 16:38:47 EDT
111783106,950612,,"NCS (NATIONAL CONTRACT SERVICES, INC.)",1011 DELL AVENUE,CAMPBELL,CA,95008,A,0,N,H,7349,0,B,B,,B,,,,,,,,,,,0,,150,1/15/91,,3/6/91,4/16/91,2011-10-14 16:38:47 EDT
111783114,950612,,SUPERIOR CLUTCH,1407 NORTH 10TH STREET,SAN JOSE,CA,95112,A,0,N,S,7538,0,C,A,,B,X,,,,,,,1407 NORTH 10TH  STREET,SAN JOSE,CA,95112,,8,1/16/91,,1/16/91,7/10/92,2011-10-14 16:38:47 EDT
111783122,950612,,SHINE BUILDING MAINTENANCE COMPANY,481 PERRY COURT,SANTA CLARA,CA,95054,A,0,N,H,7349,0,B,A,,B,,,,,,,,,,,0,,280,1/17/91,,3/1/91,4/2/91,2011-10-14 16:38:47 EDT
111783130,950612,,TETECH,549 WEDDELL DRIVE,SUNNYVALE,CA,95089,A,0,N,H,5065,0,B,A,,B,,,,X,,,,,,,0,,14,1/18/91,,1/23/91,3/25/91,2011-10-14 16:38:47 EDT
111783148,950612,,ROTO-ROOTER SEWER-DRAIN SERVICE,356 MATHEW STREET,SANTA CLARA,CA,95050,A,0,N,S,7699,0,B,A,,B,X,,,,,,,,,,0,,35,1/18/91,,1/18/91,3/1/91,2011-10-14 16:38:47 EDT
111783155,950612,,UNKNOWN CONTRACTOR,10640 CELEO LANE,SAN JOSE,CA,95127,A,0,N,S,1742,0,B,D,C,,,,,,,,,,,,0,,,1/14/91,,1/17/91,1/17/91,2011-10-14 16:38:47 EDT
111783171,950612,,WESTINGHOUSE MARINE DIVISION,401 E. HENDY AVE.,SUNNYVALE,CA,94088,A,0,N,H,3429,0,B,B,,Y,,,,X,,,,,,,0,N069    000003444,3000,3/20/91,3/27/08,4/23/91,4/23/91,2011-10-14 16:38:47 EDT
111783189,950612,,GANGE CORP.,11TH ST. SO. OF U.S. 280,SAN JOSE,CA,95110,A,0,N,S,1751,0,G,B,,B,,X,,,,,,P.O. BOX 1149,BETHEL ISLAND,CA,94511,,34,4/19/91,,4/19/91,5/8/91,2011-10-14 16:38:47 EDT
111783197,950612,,VALLEY BUILDING MAINTENANCE,510 PARROT STREET SUITE 3,SAN JOSE,CA,95112,A,0,N,S,7349,0,G,A,,N,,,,,,,,,,,0,N069    000003079,2,12/13/90,3/25/08,12/13/90,12/18/90,2011-10-14 16:38:47 EDT
111783213,950612,,"NTA INDUSTRIES, INC.",398 RAILROAD COURT,MILPITAS,CA,95035,A,0,N,S,5712,0,H,A,,B,X,,,,,,,P.O. BOX 361139,MILPITAL,CA,95035,,8,12/13/90,,12/13/90,11/12/92,2011-10-14 16:38:47 EDT
111783221,950612,,ECONOMY SPRINKLERS,20735 STEVENS CREEK BLVD.,CUPERTINO,CA,95014,A,0,N,S,1711,0,A,B,,B,,X,,,,,,10760 NEW AVE.,GILROY,CA,95020,,2,12/14/90,,1/18/91,2/6/91,2011-10-14 16:38:47 EDT
111783239,950612,,"LUCKY STORES, INC.",930 BRANHAM LANE,SAN JOSE,CA,95136,A,0,N,S,5411,0,B,A,,Y,X,,,,,,,,,,0,N069    000002289,50,12/14/90,10/9/09,12/14/90,6/30/91,2011-10-14 16:38:47 EDT
111783247,950612,,INTERSTATE PLASTERING,MONTAGUE EXPRESSWAY & RIVEROAKS PARKWAY,SAN JOSE,CA,95134,A,0,N,S,1799,0,B,A,,B,,,,,,,,"305 E. MATILIJA ST., STE. H",OJAI,CA,93023,,50,11/27/90,,11/27/90,1/22/91,2011-10-14 16:38:47 EDT
111783254,950612,,WESTINGHOUSE MARINE DIVISION,401 E. HENDY AVE.,SUNNYVALE,CA,94088,A,0,N,H,3449,0,B,B,,Y,,,,,,,,,,,0,N069    000003444,1500,12/9/90,3/27/08,12/10/90,1/7/91,2011-10-14 16:38:47 EDT
111783262,950612,,GRANITE CONSTRUCTION,MONTEREY COUNTY COURTHOUSE,SALINAS,CA,93901,A,0,N,S,1542,0,H,A,,A,,,,,,,,P.O. BOX 780,SALINAS,CA,93902,,1000,12/13/90,,12/13/90,1/7/91,2011-10-14 16:38:47 EDT
111783270,950612,,MIMCO CONSTRUCTION,CORNER TIMBERLOOP & CAPITOL EXPRESSWAY,SAN JOSE,CA,95112,A,0,N,S,1751,0,B,D,I,,,,,,,,,89C DILLON AVENUE,CAMPBELL,CA,95008,,,11/27/90,,1/8/91,2/21/91,2011-10-14 16:38:47 EDT
111783288,950612,,MARIANI PACKING,320 JACKSON STREET,SAN JOSE,CA,95112,A,0,N,S,723,0,A,A,,Y,X,,,,,,,,,,0,N069    000001981,150,12/18/90,,12/18/90,6/12/91,2011-10-14 16:38:47 EDT
111783296,950612,,Z GALLERIE,2855 STEVENS CREEK BLVD.,SANTA CLARA,CA,95050,A,0,N,S,5099,0,G,A,,B,,,,,,,,,,,0,,4,11/20/90,,11/20/90,10/29/91,2011-10-14 16:38:47 EDT
111783304,950612,,VALLEY ATHLETIC,432 SALMAR AVENUE,CAMPBELL,CA,95008,A,0,N,H,5941,0,B,A,,B,,,,X,,,,,,,0,,22,2/5/91,,6/7/91,6/7/91,2011-10-14 16:38:47 EDT
111783312,950612,,MAGNETIC CIRCUIT ELEMENTS,1540 MOFFET STREET,SALINAS,CA,93928,A,0,N,H,5065,0,B,A,,A,,,,X,,,,,,,0,,30,1/29/91,,3/5/91,10/9/91,2011-10-14 16:38:47 EDT
111783320,950612,,BARRY SWENSON,420 N 1ST,SAN JOSE,CA,95112,A,0,N,H,1629,0,B,A,,Y,,,,,X,,,701 N 1ST,SAN JOSE,CA,95112,N069    000008396,20,12/21/90,5/5/08,12/27/90,2/8/91,2011-10-14 16:38:47 EDT
111783338,950612,,PENINSULA SPRING,800 RENZ LANE,GILROY,CA,95020,A,0,N,H,3429,0,C,A,,B,,,,X,,,,,,,0,,15,1/30/91,,5/7/91,5/20/91,2011-10-14 16:38:47 EDT
111783361,950612,,"IONICS, INC",11 RESERVATION ROAD,MARINA,CA,93933,A,0,N,H,4941,0,B,A,,Y,,,,X,,,,P O BOX 4428,SANTA BARBARA,CA,93140,,20,1/17/91,,1/22/91,2/4/91,2011-10-14 16:38:47 EDT
111783379,950612,,HARROD HOMES,INDIAN SPRINGS SUBDIVISION,SALINAS,CA,93901,A,0,N,S,1521,0,A,B,,B,,,,,,,,590 BRUNKEN STREET,SALINAS,CA,93901,,1,12/21/90,,12/26/90,2/4/91,2011-10-14 16:38:47 EDT
111783387,950612,,MARCUS BLDG. SYSTEMS,28 EAST STREET,HOLLISTER,CA,95023,A,0,N,S,1541,0,A,A,,B,,X,,,,,,P.O. BOX 314,HOLLISTER,CA,95024,,9,1/3/91,,1/16/91,2/22/91,2011-10-14 16:38:47 EDT
111783395,950612,,SANCO PIPELINES INC.,WILLOW & COOLIDGE,SAN JOSE,CA,95125,A,0,N,S,1623,0,B,A,,Y,,X,,,,,,213 CHRISTICH LANE,CAMPBELL,CA,95008,N069    000001130,3,12/27/90,4/8/08,12/28/90,2/8/91,2011-10-14 16:38:47 EDT
111783403,950612,,"VINTERS INTERNATIONAL CO., INC.",800 S. ALTA STREET,GONZALES,CA,93926,A,0,N,S,2084,0,B,A,,B,X,,,,,,,,,,0,,35,1/3/91,,1/9/91,6/4/91,2011-10-14 16:38:47 EDT
111783429,950612,,NORPAC PUMP COMPANY,1 GREEN VALLEY ROAD,FREEDOM,CA,95019,A,0,N,S,1629,0,B,A,,B,,X,,,,,,"771 FREEDOM BLVD., STE. 11",WATSONVILLE,CA,95076,,2,1/10/91,,1/10/91,2/7/91,2011-10-14 16:38:47 EDT
111783437,950612,,CENTRAL COAST PACKING,29501 RIVER RD.,GONZALES,CA,93926,A,0,N,S,761,0,A,A,,B,X,,,,,,,244 3RD ST.,SOLEDAD,CA,93960,,10,1/4/91,,1/4/91,5/1/91,2011-10-14 16:38:47 EDT
111783445,950612,,"FLEMING COMPANIES, INC.",999 MONTAGUE EXPY.,MILPITAS,CA,95305,A,0,N,S,4225,0,A,B,,A,X,,,,,,,,,,0,,430,2/20/91,,2/20/91,3/7/91,2011-10-14 16:38:47 EDT
111783452,950612,,RONDEAU BAY CONSTRUCTION,1177 5TH. ST.,OAKLAND,CA,94607,A,0,N,S,1623,0,B,A,,N,,,,,,,,,,,0,,1,2/22/91,,6/30/91,6/30/91,2011-10-14 16:38:47 EDT
111783460,950612,,PACIFIC BELL OF CALIFORNIA,MANHOLD 212A AT SARATOGA AVE. & SAN THOMAS,SANTA CLARA,CA,95012,A,0,N,S,3661,0,B,A,,Y,X,,,,,,,"633 FOLSOM ST., RM. 301",SAN FRANCISCO,CA,94107,N069    000003429,120,2/25/91,3/28/08,2/25/91,4/14/91,2011-10-14 16:38:47 EDT
111783486,950612,,CENTRAL CALIFORNIA CHEMICAL CORP.,1389 SAN FELIPE AVE.,SAN JOSE,CA,95135,A,0,N,H,7999,0,B,A,,B,,,,,,,,,,,0,,9,2/25/91,,5/14/91,10/9/91,2011-10-14 16:38:47 EDT
111783494,950612,,QUALIFIED PARTS LABORATORY,635 VAQUEROS,SUNNYVALE,CA,94086,A,0,N,H,8734,0,B,A,,B,,,,X,,,,,,,0,,44,3/8/91,,5/30/91,10/9/91,2011-10-14 16:38:47 EDT
111783502,950612,,LARUS CORPORATION,2160 DEL FRANCO STREET,SAN JOSE,CA,95131,A,0,N,H,3669,0,B,A,,B,,,,,,,,,,,0,,55,2/26/91,,4/9/91,6/30/91,2011-10-14 16:38:47 EDT
111783528,950612,,PANDA AUTO SERVICE,345 CORAL ST.,SANTA CRUZ,CA,95060,A,0,N,S,7538,0,B,A,,B,X,,,,,,,,,,0,,3,2/21/91,,2/21/91,6/5/91,2011-10-14 16:38:47 EDT
111783536,950612,,LEE WARDS,4175 STEVENS CREEK BLVD.,SANTA CLARA,CA,95118,A,0,N,H,5331,0,B,A,,N,,,,,,,,,,,0,,25,2/26/91,,2/28/91,4/17/92,2011-10-14 16:38:47 EDT
111783544,950612,,AU ELECTRIC CORP.,176 RACE ST.,SAN JOSE,CA,95126,A,0,N,S,1731,0,B,A,,B,,X,,,,,,,,,0,,5,2/28/91,,3/4/91,3/7/91,2011-10-14 16:38:47 EDT
111783551,950612,,MARRIOTT CORPORATION,70 WEST HEDDING ST.,SAN JOSE,CA,95110,A,0,N,H,7011,721110,B,B,,Y,,,,X,,,,,,,0,N069    000003502,8,3/1/91,9/17/10,3/22/91,3/22/91,2011-10-14 16:38:47 EDT
111783569,950612,,YAOHAN USA CORPORATION,675 SARATOGA AVE.,SAN JOSE,CA,95129,A,0,N,S,5411,0,B,A,,B,X,,,,,,,,,,0,,100,3/1/91,,5/6/91,5/6/91,2011-10-14 16:38:47 EDT
111783577,950612,,GILROY FOODS,1350 PACHECO PASS HIGHWAY,GILROY,CA,95020,A,0,N,H,1541,0,C,B,,Y,,,,,,,,,,,0,N069    000000215,1000,3/5/91,3/17/08,3/5/91,5/13/91,2011-10-14 16:38:47 EDT
111783585,950612,,DARK PERFORMANCE,1424 S. MAIN ST.,MILPITAS,CA,95035,A,0,N,S,7539,0,C,A,,B,X,,,,,,,,,,0,,3,3/4/91,,3/4/91,1/8/92,2011-10-14 16:38:47 EDT
111783593,950612,,MOHAWK PACKING CO.,1660 BAYSHORE HWY.,SAN JOSE,CA,95106,A,0,N,S,2011,0,H,A,,Y,X,,,,,,,,,,0,N069    000003677,80,3/5/91,10/9/09,3/5/91,11/12/92,2011-10-14 16:38:47 EDT
111783601,950612,,INNOWAVE,1555 CONCORD CIR.,MORGAN HILL,CA,95037,A,0,N,H,3944,0,B,A,,N,,,,X,,,,,,,0,N069    000003815,50,4/2/91,3/18/08,4/26/91,10/9/91,2011-10-14 16:38:47 EDT
111783619,950612,,THE UNION ICE CO.,804 WEST SAN FERNANDO ST.,SAN JOSE,CA,95126,A,0,N,S,5149,0,H,A,,B,X,,,,,,,,,,0,,4,3/7/91,,3/7/91,4/14/91,2011-10-14 16:38:47 EDT
111783627,950612,,GFI INTERNATIONAL DISPOSAL CORP.,1601 DIXON LANDING RD.,MILPITAS,CA,95035,A,0,N,S,4953,0,G,A,,B,X,,,,,,,"150 ALMADEN BLVD., STE. 900",SAN JOSE,CA,95113,,40,3/11/91,,3/22/91,5/1/91,2011-10-14 16:38:47 EDT
111783635,950612,,R. J. GORDON CONSTRUCTION CO.,1601 DIXON LANDING RD.,MILPITAS,CA,95035,A,0,N,S,1629,0,G,A,,B,,X,,,,,,P.O. BOX 282933,SAN FRANCISCO,CA,94128,,3,3/11/91,,4/1/91,2/21/93,2011-10-14 16:38:47 EDT
111783643,950612,,LAIDLAW GAS RECOVERY SYSTEMS,1601 DIXON LANDING RD.,MILPITAS,CA,95129,A,0,N,S,4911,0,A,A,,B,,,,,,,,"39899 BALLENTINE DR., STE. 275",NEWARK,CA,94560,,6,3/11/91,,3/22/91,11/13/92,2011-10-14 16:38:47 EDT
111783650,950612,,TAN THAP INC.,3040 CORONADO DR.,SANTA CLARA,CA,95054,A,0,N,S,3826,0,H,A,,B,X,,,,,,,,,,0,,40,3/11/91,,3/11/91,3/12/91,2011-10-14 16:38:47 EDT
111783668,950612,,"CALIFORNIA ARMOR, INC.",249 DE LA VINA AVE.,MONTEREY,CA,93940,A,0,N,H,3711,0,B,A,,N,,,,,,,,,,,0,N069    000003826,7,3/3/91,5/8/08,6/3/91,8/21/91,2011-10-14 16:38:47 EDT
111783676,950612,,DE ANZA COLLEE,21250 STEVENS CREEK,CUPERTINO,CA,95014,B,0,N,H,7336,0,B,B,,N,,,,,,,,,,,0,,1,3/15/91,,6/11/91,10/25/91,2011-10-14 16:38:47 EDT
111783692,950612,,BUD BAILEY CONSTRUCTION CO.,4972 SAN FELIPE ROAD,SAN JOSE,CA,95135,A,0,N,S,1542,0,I,B,,B,,,,,,,,244 WEST 300 NORTH P.O. BOX 11838,SALT LAKE CITY,UT,84147,,1,6/2/92,,6/2/92,6/16/92,2011-10-14 16:38:47 EDT
111783700,950612,,CARL'S JR.,172 BERNAL ROAD,SAN JOSE,CA,95119,A,0,N,S,5812,0,A,A,,N,,,,,,,,,,,0,N069    000007768,20,6/5/92,9/3/14,6/25/92,8/18/92,2014-09-06 02:13:17 EDT
111783718,950612,,MA LABORATORIES,1972 CONCOURSE DR.,SAN JOSE,CA,95131,A,0,N,H,3674,0,B,A,,B,,,,,,,,,,,0,,60,6/9/92,,6/16/92,7/29/92,2011-10-14 16:38:47 EDT
111783726,950612,,SMC,741 PARK AVENUE,SAN JOSE,CA,95126,A,0,N,H,3567,0,B,A,,Y,,,,,,,,,,,0,N069    000008218,40,6/10/92,4/8/08,6/10/92,7/3/92,2011-10-14 16:38:47 EDT
111783742,950612,,APERSEY CONSTRUCTION CO,21250 STEVENS CREEK BLVD,CUPERTINO,CA,95014,A,0,N,S,1542,0,B,B,,A,,,,,,,,,,,0,,6,6/17/92,,6/25/92,7/13/92,2011-10-14 16:38:47 EDT
111783759,950612,,PACIFIC WALL BOARD AND PLASTER CO,MONTAGUE X WAY & RIVER OAKS,SAN JOSE,CA,95131,A,0,N,S,1742,0,I,A,,B,,,,,,,,722 MAIN STREET SUITE D,OREGON CITY,OR,97045,,15,6/8/92,,6/16/92,8/28/92,2011-10-14 16:38:47 EDT
111783767,950612,,PAEGON VENTURES,MONTAGUE EXPRESSWAY AND RIVER OAKS,SAN JOSE,CA,95131,A,0,N,S,1711,0,I,A,,B,,,,,,,,1044 SOUTH AURORA,STOCKTON,CA,95207,,21,6/8/92,,6/26/92,9/17/92,2011-10-14 16:38:47 EDT
111783775,950612,,SHEA HOMES (ELAN),MONTAGUE XWAY & RIVER OAKS,SAN JOSE,CA,95131,A,0,N,S,1522,0,H,A,,B,,,,,,,,2502 STEVENS CREEK,SAN JOSE,CA,95128,,4,6/8/92,,6/26/92,7/28/92,2011-10-14 16:38:47 EDT
111783783,950612,,STATE OF CA DEPT OF PARKS AND RECREATIONS,101 MADELINE DRIVE,APTOS,CA,95003,C,0,N,S,9512,0,B,A,,A,,,,,,,,,,,0,,100,9/4/92,,9/8/92,11/4/92,2011-10-14 16:38:47 EDT
111783791,950612,,"LANCE ELECTRIC, INC.",706-10 FLYNN ROAD,HOLLISTER,CA,95014,A,0,N,S,1731,0,G,A,,Y,,,,,,,,661 SINCLAIR FRONTAGE ROAD,MILPITAS,CA,95035,N069    000007933,2,9/10/92,3/19/08,9/10/92,12/14/92,2011-10-14 16:38:47 EDT
111783809,950612,,"D & H PLUMBING, INC.",455 E MAIN STREET,MORGAN HILL,CA,95037,A,0,N,S,1711,0,B,A,,B,,,,,,,,1000 AMES AVENUEE,MILPITAS,CA,95035,,3,9/10/92,,9/10/92,2/21/93,2011-10-14 16:38:47 EDT
111783817,950612,,CHEGWIN CONSTRUCTION INC.,455 E MAIN STREET,MORGAN HILL,CA,95037,A,0,N,S,1542,0,B,A,,Y,,,,,,,,1141 CAMPBELL AVENUE,SAN JOSE,CA,95128,,18,9/10/92,,9/10/92,2/21/93,2011-10-14 16:38:47 EDT
111783825,950612,,B. VASQUEZ AND SONS,1/3 MI. W. OF HWY 101 ARROYO SECO RD.,SOLEDAD,CA,93960,A,0,N,S,761,0,H,A,,B,,,,,,,,P.O. BOX 248,SOLEDAD,CA,93960,,31,9/15/92,,9/15/92,9/18/92,2011-10-14 16:38:47 EDT
111783833,950612,,JOSE MELGOZA,BLACKIE RD AND BORR OMERO DRIVE,SALINAS,CA,93907,A,0,N,S,171,0,H,A,,N,,,,,,,,559 ST. GEORGE DRIVE,SALINAS,CA,93905,N069    000008197,10,9/15/92,9/17/10,9/15/92,10/29/97,2011-10-14 16:38:47 EDT
111783841,950612,,"ALICIA ARROYO LABOR, INC",FIELD #1 1285 OLD STAGE ROAD,SALINAS,CA,93905,A,0,N,S,761,0,H,A,,B,,,,,,,,P O BOX 846/800 JOHNSON CANYON ROAD,GONZALES,CA,93926,,29,9/16/92,,9/16/92,2/5/93,2011-10-14 16:38:47 EDT
111783858,950612,,BRAVO PACKING,HOBSON AVE. & CENTRAL AVE.,GREENFIELD,CA,93927,A,0,N,S,761,0,H,A,,B,,,,,,,,340 EL CAMINO REAL SUITE 27,SALINAS,CA,93901,,32,9/16/92,,9/16/92,9/18/92,2011-10-14 16:38:47 EDT
111783866,950612,,NATIONAL REFACTORIES,HWY 1,MOSS LANDING,CA,95139,A,0,N,S,3297,0,B,A,,Y,X,,,,,,,,,,0,N069    000008920,16,9/17/92,3/25/08,9/17/92,9/22/92,2011-10-14 16:38:47 EDT
111783874,950612,,RIO FARMS,LONOAK & FIRST STREET,KING CITY,CA,93930,A,0,N,S,761,0,H,A,,N,,,,,,,,P O BOX 605,KING CITY,CA,93930,N069    000018115,24,9/17/92,3/28/08,9/17/92,9/18/92,2011-10-14 16:38:47 EDT
111783882,950612,,BUD OF CALIFORNIA,HIGHWAY 1 AT DEL MONTE EXIT,MARINA,CA,93933,A,0,N,S,761,0,H,A,,N,,,,,,,,P.O. BOX 1759,SALINAS,CA,93902,N069    000000887,2000,9/18/92,5/2/08,9/18/92,9/22/92,2011-10-14 16:38:47 EDT
111783890,950612,,SPRECKLES SUGAR CO.,121 SPRECKLES BLVD.,SPRECKLES,CA,93962,A,0,N,S,5149,0,A,A,,Y,,,,,,,,P.O. BOX 7428,SPRECKLES,CA,93962,N069    000003080,120,9/18/92,4/3/08,10/6/92,12/18/92,2011-10-14 16:38:47 EDT
111783908,950612,,"PEEBLE BEACH CO., LODGE",17 MILE DRIVE,PEBBLE BEACH,CA,93953,A,0,N,S,7992,0,B,A,,N,,,,,,,,P O BOX 1418,PEEBLE BEACH,CA,93953,N069    000008276,400,9/30/92,,9/30/92,10/13/92,2011-10-14 16:38:47 EDT
111783924,950612,,"GOOD SAMARITAN HOSPITAL, LP DBA GOOD SAMARITAN",2425 SAMARITAN DR.,SAN JOSE,CA,95124,A,0,N,H,8069,0,B,B,,Y,,,,,,,,,,,0,N069    000006727,1,7/7/92,7/6/09,9/25/92,2/21/93,2011-10-14 16:38:47 EDT
111783932,950612,,"DILLINGHAM CONSTRUCTION N. A., INC",20 GRAYS LANE,LOS GATOS,CA,95030,A,0,N,S,1541,0,B,A,,Y,,,,,,,,P O BOX 1089,PLEASANTON,CA,94566,N069    000008256,11,9/24/92,,9/24/92,10/13/92,2011-10-14 16:38:47 EDT
111783940,950612,,UDC,2000 VILLAGE PARKWAY,SAN JOSE,CA,95135,A,0,N,S,1542,0,B,B,,B,,,,,,,,6662 OWENS DRIVE,PLEASANTON,CA,94558,,3,7/2/92,,7/2/92,7/31/92,2011-10-14 16:38:47 EDT
